Worker_refined,repo_refined,Coding Effort,"Month, Day, Year of Date"
eej,GIZ,0,7/1/2015
afi,HEL,5,7/1/2015
idy,GIG,0,7/1/2015
weo,XWQ,5,7/1/2015
zel,NJQ,5,7/1/2015
ywu,JIV,0,7/1/2015
vjk,VBG,0,7/1/2015
rvs,GIZ,0,7/1/2015
tcc,VUM,0.94,7/1/2015
mhp,UWF,0,7/1/2015
utm,DQZ,0,7/1/2015
vzc,DQZ,0,7/1/2015
roz,TZR,0,7/1/2015
oen,UEP,0.23,7/1/2015
bdp,BKW,0,7/1/2015
ejb,LZH,5,7/1/2015
xxd,OQA,0,7/1/2015
uuq,YAM,0,7/1/2015
bnj,QZO,5,7/1/2015
rms,MCW,5,7/1/2015
hux,LSL,0,7/1/2015
duf,LJJ,5,7/1/2015
smz,UIM,5,7/1/2015
sjj,APY,5,7/1/2015
nml,GRM,5,7/1/2015
cmb,CUI,5,7/1/2015
jee,NBJ,5,7/1/2015
hrh,YEV,5,7/1/2015
jzd,YEV,5,7/1/2015
qgv,RIP,0,7/1/2015
wla,ZVR,0,7/1/2015
drh,TJB,5,7/1/2015
iyi,XBV,5,7/1/2015
zgw,FPM,5,7/1/2015
srl,XJW,0,7/1/2015
qvt,HSS,0,7/1/2015
obr,ZZO,0,7/1/2015
lzd,QEB,0,7/1/2015
eak,KGD,5,7/1/2015
elt,DQZ,2.95,7/1/2015
elt,JYX,2.04,7/1/2015
mxz,CUI,0,7/1/2015
jcs,DKD,5,7/1/2015
apl,BEK,0,7/1/2015
hbp,RPY,3.68,7/1/2015
tpo,TSZ,5,7/1/2015
izl,EEX,1.56,7/1/2015
izl,OBZ,3.43,7/1/2015
jgx,DQZ,5,7/1/2015
ohq,YEV,0,7/1/2015
cno,BKW,0,7/1/2015
wtc,BEL,5,7/1/2015
hzm,OOT,0,7/1/2015
pon,DKD,5,7/1/2015
vnz,HIS,0,7/1/2015
vnz,KGO,0,7/1/2015
sid,LZH,0,7/1/2015
pey,UYG,0,7/1/2015
zzs,XWQ,5,7/1/2015
iuj,FNG,2.22,7/1/2015
aij,QAT,3.42,7/1/2015
pao,ICW,5,7/1/2015
cdb,ICW,5,7/1/2015
xzs,LJR,5,7/1/2015
but,YZT,0,7/1/2015
ptn,KGD,5,7/1/2015
iqk,HEL,0,7/1/2015
blc,DKD,2.66,7/1/2015
blc,LSL,2.33,7/1/2015
lkc,NOG,0,7/1/2015
ksb,TLN,3.51,7/1/2015
ksb,LJG,1.48,7/1/2015
xjz,UVE,0,7/1/2015
ihi,QVR,0,7/1/2015
agk,KOB,4.95,7/1/2015
agk,XUY,0.04,7/1/2015
kdw,HIS,0,7/1/2015
hsi,LZH,2.05,7/1/2015
deu,KAM,2.75,7/1/2015
deu,JYX,2.24,7/1/2015
deu,MNG,0,7/1/2015
hlj,YEV,5,7/1/2015
bbt,NWN,5,7/1/2015
jih,XKI,0,7/1/2015
tmu,HCY,0,7/1/2015
ejw,FPE,0.45,7/1/2015
ejw,OFI,4.54,7/1/2015
gex,GXB,5,7/1/2015
qbk,NKC,5,7/1/2015
uwa,YEV,5,7/1/2015
vul,PAW,0,7/1/2015
aow,KPH,5,7/1/2015
skk,KGD,5,7/1/2015
mut,KPH,0,7/1/2015
vll,PCS,5,7/1/2015
bfc,NJQ,5,7/1/2015
qay,LSY,1.17,7/1/2015
pqi,QMH,0,7/1/2015
iqh,HBL,5,7/1/2015
lzf,YHM,1.62,7/1/2015
lzf,NZM,3.37,7/1/2015
fbn,YAM,5,7/1/2015
sij,UHH,5,7/1/2015
wfj,PLS,0,7/1/2015
bfu,ZVN,0,7/1/2015
eyq,JJP,0,7/1/2015
blk,KGD,5,7/1/2015
ygb,ILC,5,7/1/2015
gis,LJG,5,7/1/2015
mtz,JIV,5,7/1/2015
dsc,VEX,5,7/1/2015
rhg,BZZ,0,7/1/2015
zzu,QCN,0,7/1/2015
yrt,CUE,0,7/1/2015
alm,KGD,2.32,7/1/2015
alm,CUE,1.09,7/1/2015
alm,ZOD,1.57,7/1/2015
yrm,LZH,5,7/1/2015
brg,XJW,0,7/1/2015
ydi,XIH,5,7/1/2015
agq,HFQ,0,7/1/2015
qwp,OIU,0,7/1/2015
xir,JXW,5,7/1/2015
kji,YAM,5,7/1/2015
tbg,HSS,0,7/1/2015
bzw,QXO,0.52,7/1/2015
xvr,RSO,5,7/1/2015
edb,ZWL,5,7/1/2015
zsb,CQO,0,7/1/2015
mpo,USA,0,7/1/2015
tcf,HFQ,5,7/1/2015
hro,ZTC,5,7/1/2015
ige,IRT,5,7/1/2015
cyb,TBW,2.81,7/1/2015
rrb,DQU,4.31,7/1/2015
ezh,HEL,0,7/1/2015
muw,LZH,0,7/1/2015
rvr,DJV,3.26,7/1/2015
mvc,KXB,0,7/1/2015
ede,WHY,0,7/1/2015
fwn,MUT,5,7/1/2015
fwn,OOL,0,7/1/2015
yhe,JIV,0,7/1/2015
fig,APY,5,7/1/2015
zgd,ICW,5,7/1/2015
zyt,HEL,0,7/1/2015
dta,JIV,5,7/1/2015
tbk,NJQ,4.76,7/1/2015
xoj,HEL,0.48,7/1/2015
zsf,TSE,5,7/1/2015
kcu,UAO,5,7/1/2015
lvs,IDP,2.27,7/1/2015
lvs,LHC,2.72,7/1/2015
yqs,WQD,5,7/1/2015
cig,HBL,5,7/1/2015
zin,HEL,0,7/1/2015
bdv,NHF,5,7/1/2015
lvv,XXW,0,7/1/2015
fzy,BTX,0,7/1/2015
ycx,UON,5,7/1/2015
oxr,CGE,5,7/1/2015
vpx,MRX,5,7/1/2015
tgg,UZB,5,7/1/2015
ccn,HEL,2.12,7/1/2015
gqa,GSE,5,7/1/2015
ktl,CBA,2.28,7/1/2015
ktl,QQX,2.71,7/1/2015
yzz,SVY,5,7/1/2015
poj,LZH,5,7/1/2015
rls,LNZ,5,7/1/2015
twt,MRX,5,7/1/2015
uji,YCE,0,7/1/2015
jti,ZRK,0,7/1/2015
ukk,PLS,0,7/1/2015
clt,PCS,3.97,7/1/2015
lkz,RRO,5,7/1/2015
jin,MRX,5,7/1/2015
udv,HEL,5,7/1/2015
fqc,DGS,5,7/1/2015
lju,DGS,5,7/1/2015
qky,BKC,0,7/1/2015
uqe,UPT,3.17,7/1/2015
uqe,HMF,1.82,7/1/2015
cvo,VRS,0,7/1/2015
htt,UON,0,7/1/2015
tpy,VRS,0,7/1/2015
str,VIX,0,7/1/2015
mfw,NJQ,0,7/1/2015
gap,GKD,0,7/1/2015
crq,EUQ,0,7/1/2015
fvu,LQX,5,7/1/2015
krq,FBN,0.99,7/1/2015
krq,CBA,1.75,7/1/2015
krq,QQX,2.24,7/1/2015
lzj,JHQ,5,7/1/2015
ple,ZSI,0,7/1/2015
ydg,WFZ,5,7/1/2015
qsa,CUI,4.74,7/1/2015
fqd,HEL,0,7/1/2015
udl,YDX,0,7/1/2015
oky,FAB,0,7/1/2015
fbh,UKA,0,7/1/2015
pfm,JVX,0,7/1/2015
pfm,DML,4.99,7/1/2015
euc,UKA,0,7/1/2015
bgr,EBB,0,7/1/2015
gqo,YAY,0,7/1/2015
jjx,LLC,0,7/1/2015
jjx,NDK,4.99,7/1/2015
ged,EGL,0,7/1/2015
lha,TSE,5,7/1/2015
kwi,OFI,0,7/1/2015
geh,XWQ,0,7/1/2015
jwx,DKJ,5,7/1/2015
mfo,XWQ,5,7/1/2015
dcz,CUI,0,7/1/2015
lod,HEL,0,7/1/2015
oot,HSS,0,7/1/2015
ida,VQW,5,7/1/2015
ukt,JXW,0,7/1/2015
ukt,USA,0,7/1/2015
jaw,LET,5,7/1/2015
hrk,DQZ,4.89,7/1/2015
tbv,HEL,0,7/1/2015
gjq,VKE,0,7/1/2015
npt,KAM,5,7/1/2015
djy,LSY,5,7/1/2015
rkn,RBD,0,7/1/2015
dfe,HEL,0,7/1/2015
urj,KXB,0,7/1/2015
bmr,YKZ,0,7/1/2015
sjz,KGD,0.45,7/1/2015
sjz,CUE,4.54,7/1/2015
syo,QRO,5,7/1/2015
fko,CBE,0,7/1/2015
mrd,TZR,0,7/1/2015
nfm,NZT,5,7/1/2015
dor,FRR,0,7/1/2015
hxm,NTQ,0,7/1/2015
myg,VQS,4.1,7/1/2015
myg,DUA,0.89,7/1/2015
nzb,HEL,0,7/1/2015
ips,PLS,0,7/1/2015
clv,ITO,4.99,7/1/2015
clv,NHK,0,7/1/2015
clv,DVC,0,7/1/2015
bar,GXB,0,7/1/2015
tkt,DCM,0,7/1/2015
ink,OBU,5,7/1/2015
thf,HIS,0,7/1/2015
quo,RKW,5,7/1/2015
mmj,FAB,0,7/1/2015
ygk,EFJ,5,7/1/2015
amr,LPU,2.49,7/1/2015
amr,MUT,2.5,7/1/2015
amr,DOL,0,7/1/2015
yuu,OFI,0,7/1/2015
hkg,AOZ,0,7/1/2015
rfs,FAB,0,7/1/2015
fmc,LBE,0,7/1/2015
bdm,FKJ,5,7/1/2015
jbn,LZH,5,7/1/2015
eme,FAB,5,7/1/2015
tpt,YFB,5,7/1/2015
idp,XXW,0,7/1/2015
mki,GIZ,0,7/1/2015
ekw,KFR,5,7/1/2015
jjt,HSS,5,7/1/2015
iea,UPT,0,7/1/2015
eax,JHQ,0,7/1/2015
iag,MKJ,0,7/1/2015
aau,MUT,5,7/1/2015
aau,OOL,0,7/1/2015
ouj,ZGM,0.49,7/1/2015
ouj,TDR,3.55,7/1/2015
ouj,XMY,0.95,7/1/2015
qqw,LPU,0.98,7/1/2015
qqw,GQY,0.86,7/1/2015
qqw,DOL,0.78,7/1/2015
qqw,RIT,2.37,7/1/2015
qqw,OOL,0,7/1/2015
lpd,MUT,5,7/1/2015
kwv,VKO,4.76,7/1/2015
kwv,UPY,0.23,7/1/2015
itl,RIT,0.59,7/1/2015
itl,OOL,0,7/1/2015
itl,MWO,0.64,7/1/2015
itl,GTX,0,7/1/2015
itl,TDR,3.76,7/1/2015
mcl,HIS,0,7/1/2015
iiw,FGU,0,7/1/2015
iiw,TOI,4.24,7/1/2015
iiw,LMO,0.18,7/1/2015
iiw,MUT,0.56,7/1/2015
iiw,OOL,0,7/1/2015
aaw,MWP,0,7/1/2015
esi,QEP,5,7/1/2015
xzy,HJW,0,7/1/2015
uyv,HJW,0,7/1/2015
fes,HSS,0,7/1/2015
jjj,KAM,0,7/1/2015
jjz,MZA,5,7/1/2015
luh,PIL,5,7/1/2015
bfs,KAM,5,7/1/2015
heo,AOZ,5,7/1/2015
nvc,VUM,5,7/1/2015
xik,DKD,5.32,7/1/2015
kps,LPU,5,7/1/2015
nhc,KAM,5,7/1/2015
xkp,KAM,5,7/1/2015
sof,DKD,5,7/1/2015
aqe,INY,0.89,7/1/2015
aqe,GXO,4.1,7/1/2015
bor,HOE,2.64,7/1/2015
bor,ZZO,2.35,7/1/2015
hln,ZZO,0,7/1/2015
zqq,ZZO,0,7/1/2015
nnn,FAB,5,7/1/2015
uyn,ZWL,5,7/1/2015
niw,ZZO,5,7/1/2015
hbk,PCS,0,7/1/2015
czn,KAM,0,7/1/2015
ldx,MZA,0,7/1/2015
hoa,LSO,5,7/1/2015
fcr,DGS,0,7/1/2015
azf,DGS,0,7/1/2015
ptk,IYZ,0,7/1/2015
ptk,VRS,0,7/1/2015
ewz,WOZ,0,7/1/2015
rch,GRN,0,7/1/2015
enx,SWP,0,7/1/2015
bek,WSO,3.22,7/1/2015
bek,XYJ,1.77,7/1/2015
mya,FBH,0,7/1/2015
kog,XWQ,3.48,7/1/2015
dop,SEQ,4.28,7/1/2015
dop,VPF,0.38,7/1/2015
obu,RKY,5,7/1/2015
mji,VXK,0,7/1/2015
llr,AKZ,0,7/1/2015
vot,UMB,5,7/1/2015
uxe,RSO,5,7/1/2015
mah,PHM,0,7/1/2015
thl,JXW,0,7/1/2015
bvx,QTK,0,7/1/2015
vdi,UNZ,5,7/1/2015
dkw,CRD,5,7/1/2015
jjb,CRD,5,7/1/2015
wmu,LJG,0,7/1/2015
lfg,GRN,0,7/1/2015
iki,GRN,0,7/1/2015
now,GRN,0,7/1/2015
puf,GRN,0,7/1/2015
nkp,UMO,0,7/1/2015
sjk,IVC,5.04,7/1/2015
rcs,FTK,4.28,7/1/2015
ymw,HEL,5,7/1/2015
oda,XQB,0,7/1/2015
cgp,ZZO,0,7/1/2015
cbl,LZH,5,7/1/2015
msd,KFR,5,7/1/2015
phy,MUT,5,7/1/2015
phy,OOL,0,7/1/2015
ifd,LMO,1.09,7/1/2015
ifd,BMA,3.9,7/1/2015
vqd,BGL,0,7/1/2015
zjf,XBM,1.05,7/1/2015
koy,YYI,5,7/1/2015
qls,ATT,0,7/1/2015
vsv,XBM,0,7/1/2015
qie,CHB,0,7/1/2015
hyl,XNP,0,7/1/2015
ubo,UIT,0,7/1/2015
ybe,MZA,5,7/1/2015
qsu,FAB,0,7/1/2015
usi,USA,0,7/1/2015
ssy,JXW,0,7/1/2015
zqt,HFQ,0,7/1/2015
oby,ATT,0.58,7/1/2015
smn,AAA,0,7/1/2015
nxz,LJG,5,7/1/2015
lro,APY,5,7/1/2015
dhp,BKW,0,7/1/2015
zcj,XSV,5,7/1/2015
yrf,ATT,5,7/1/2015
xkl,QTK,0,7/1/2015
pzi,XNP,5,7/1/2015
cms,QTK,0,7/1/2015
lpz,UMB,0,7/1/2015
dph,XRO,5,7/1/2015
kbm,GKD,5,7/1/2015
hsx,LBE,3.25,7/1/2015
dnh,TKR,2.26,7/1/2015
oug,IWF,0,7/1/2015
qpl,ATT,0,7/1/2015
rtn,ATT,0,7/1/2015
ysm,DQY,0,7/1/2015
jed,XBM,5,7/1/2015
vzi,VRS,3.72,7/1/2015
bee,OOL,0,7/1/2015
lpl,ZAL,5,7/1/2015
its,ZFA,0,7/1/2015
nct,OQA,5,7/1/2015
dfh,BNI,0,7/1/2015
dfh,NJX,2.37,7/1/2015
jgb,DGS,5,7/1/2015
qgy,GXB,5,7/1/2015
edm,CUE,1.12,7/1/2015
iwb,HOB,0,7/1/2015
svt,AKZ,0,7/1/2015
blj,FGU,0,7/1/2015
nuv,TKR,0,7/1/2015
phl,CBJ,5,7/1/2015
ijm,LOU,0,7/1/2015
xoi,FCO,5,7/1/2015
hza,TBF,0,7/1/2015
ffx,UAO,5,7/1/2015
aet,EKN,5,7/1/2015
ant,CRD,0,7/1/2015
mmb,JMU,2.05,7/1/2015
mmb,OAX,2.14,7/1/2015
mmb,RJQ,0.8,7/1/2015
nex,MRX,5,7/1/2015
ucz,XWX,2.57,7/1/2015
kzd,NOM,0,7/1/2015
fsd,KAM,5,7/1/2015
ekb,KAM,5,7/1/2015
ncs,CPF,0,7/1/2015
ncs,VYH,0,7/1/2015
aqp,OQJ,0,7/1/2015
von,KAM,0,7/1/2015
idx,CBA,0,7/1/2015
idx,QQX,0,7/1/2015
lyb,KAM,0,7/1/2015
dyq,RSO,5,7/1/2015
gzw,ZIG,0,7/1/2015
uhi,UTL,5.03,7/1/2015
edw,JFO,5,7/1/2015
xaq,CFV,0,7/1/2015
nvp,IFB,0,7/1/2015
msy,TAC,0,7/1/2015
dqd,DCM,0,7/1/2015
cuc,EPV,0,7/1/2015
ueu,GIZ,0,7/1/2015
zpu,HEL,0,7/1/2015
ege,SBM,5,7/1/2015
lzv,BJG,0,7/1/2015
dnr,XSV,0,7/1/2015
hhr,HFQ,2.37,7/1/2015
kgl,UAO,0,7/1/2015
xrn,XYF,0,7/1/2015
puz,VGS,0,7/1/2015
elm,KAM,5,7/1/2015
lih,JXW,5,7/1/2015
jau,PPU,5,7/1/2015
mec,VTP,5,7/1/2015
tqc,QHF,5,7/1/2015
wtw,JIV,5,7/1/2015
kum,KCJ,0,7/1/2015
hxq,KFR,5,7/1/2015
azn,EKN,0,7/1/2015
woz,QQS,0,7/1/2015
mxf,KFR,5,7/1/2015
hqx,VRS,5,7/1/2015
rfk,YJP,5,7/1/2015
dst,CUI,0,7/1/2015
fel,GVC,0,7/1/2015
ovg,HGX,5,7/1/2015
cks,EVF,5,7/1/2015
oyn,EVF,0,7/1/2015
oyn,TJK,0,7/1/2015
btv,YZO,0,7/1/2015
kfg,NDJ,0,7/1/2015
kxo,LWC,5,7/1/2015
rrt,FCO,5,7/1/2015
vnb,XPU,0,7/1/2015
ixg,VKE,0,7/1/2015
ruj,KHX,0,7/1/2015
zgk,XNU,0,7/1/2015
fpu,YAY,2.27,7/1/2015
rkw,LOC,0,7/1/2015
iwe,HRM,5,7/1/2015
cye,JIV,0.19,7/1/2015
cye,MRX,4.8,7/1/2015
ahn,LSY,5,7/1/2015
xvq,CRD,0,7/1/2015
zxz,NHF,3.62,7/1/2015
zxz,JJP,1.37,7/1/2015
tdb,VFT,1.76,7/1/2015
tdb,HNY,3.23,7/1/2015
bij,EST,2.58,7/1/2015
bij,EXO,2.41,7/1/2015
htu,JHS,5,7/1/2015
xkf,JHS,0.07,7/1/2015
xkf,DJQ,4.92,7/1/2015
ypi,YOS,5,7/1/2015
pdc,FJV,5,7/1/2015
kdb,SMD,0,7/1/2015
kdb,VUM,4.99,7/1/2015
tqg,YFB,5,7/1/2015
wtm,RIP,0,7/1/2015
psg,XWX,0,7/1/2015
hys,YYI,5,7/1/2015
jnp,PYN,0,7/1/2015
xas,HWK,0,7/1/2015
xkb,WOZ,1.34,7/1/2015
xkb,VRS,3.65,7/1/2015
zuu,HEL,4.47,7/1/2015
cvw,HEL,5,7/1/2015
gvq,HEL,0,7/1/2015
yds,ATT,0,7/1/2015
ycq,YEV,5,7/1/2015
epj,FNP,1.53,7/1/2015
epj,ZWL,3.46,7/1/2015
yuq,YZE,0,7/1/2015
ftl,FCO,5,7/1/2015
ixj,XJW,5,7/1/2015
xqc,SLP,5,7/1/2015
kxg,JIV,0,7/1/2015
wht,ADZ,0,7/1/2015
tee,RLJ,4.03,7/1/2015
bzu,XWQ,5,7/1/2015
fbo,HFQ,5,7/1/2015
lau,WQD,0,7/1/2015
tmr,BCR,5,7/1/2015
arr,HIS,0,7/1/2015
wwb,FJV,5,7/1/2015
pfg,KEN,2.73,7/1/2015
qaa,MRX,5,7/1/2015
bgm,OGF,0,7/1/2015
ebd,IKS,1.66,7/1/2015
ebd,QRB,1.66,7/1/2015
ebd,QRB,1.66,7/1/2015
kgo,TFM,1.55,7/1/2015
bea,LJR,0,7/1/2015
idc,MRX,5,7/1/2015
mxb,JHS,2.23,7/1/2015
ebc,HFQ,0,7/1/2015
xoe,LSY,5,7/1/2015
rdn,VRS,5,7/1/2015
hnj,LJR,0,7/1/2015
lmn,HEL,5,7/1/2015
rgs,HRM,5,7/1/2015
mxi,AOZ,0,7/1/2015
pur,JCP,0,7/1/2015
ajm,VTP,5,7/1/2015
aqb,RLJ,5,7/1/2015
szc,XPU,5,7/1/2015
mrz,LRF,0,7/1/2015
hhj,AAA,5,7/1/2015
zrg,MRX,0,7/1/2015
lwk,DKJ,5,7/1/2015
nnq,HFQ,0,7/1/2015
ozd,HFQ,5,7/1/2015
wjw,SKK,2.42,7/1/2015
wjw,QLR,2,7/1/2015
wjw,SME,0.56,7/1/2015
bov,KOB,2.51,7/1/2015
bov,LPU,1.21,7/1/2015
bov,MUT,0.29,7/1/2015
bov,DOL,0.97,7/1/2015
hmw,GYI,3.22,7/1/2015
hmw,WTN,1.77,7/1/2015
krg,NBJ,0,7/1/2015
zlv,NBJ,5,7/1/2015
udc,HFQ,5,7/1/2015
pod,HFQ,0,7/1/2015
ofp,JXW,0,7/1/2015
nvi,SDV,3.51,7/1/2015
nvi,XWW,1.48,7/1/2015
pyo,YFB,5,7/1/2015
bwu,BKU,5,7/1/2015
pru,JHS,5,7/1/2015
luc,ARR,5,7/1/2015
ruv,NOD,0,7/1/2015
dro,JIV,0,7/1/2015
uoa,NBX,4.74,7/1/2015
uoa,OQA,0,7/1/2015
wjh,HUB,5,7/1/2015
wir,KGD,5,7/1/2015
hjt,WPT,3.82,7/1/2015
ybs,DQZ,3.54,7/1/2015
ybs,JYX,1.45,7/1/2015
dsi,XDJ,5,7/1/2015
ope,GPW,0,7/1/2015
kyv,UMB,0,7/1/2015
kzv,HIS,0,7/1/2015
baf,LRF,3.14,7/1/2015
ogy,UPT,5,7/1/2015
leo,BKU,0,7/1/2015
ewv,HEL,5,7/1/2015
bla,RLJ,5,7/1/2015
hub,KFR,5,7/1/2015
gle,XDJ,0,7/1/2015
cat,TSZ,5,7/1/2015
eyk,XAS,5,7/1/2015
ies,OOT,5,7/1/2015
jbx,ZWL,0,7/1/2015
kzj,NTQ,0,7/1/2015
feu,QDE,0.28,7/1/2015
feu,LDD,0.2,7/1/2015
feu,KPH,3.6,7/1/2015
xpt,CUI,0,7/1/2015
wpd,LBE,0,7/1/2015
rko,AXX,2.22,7/1/2015
rko,XSF,2.77,7/1/2015
cuh,HFQ,0,7/1/2015
xdd,BIM,2.5,7/1/2015
xdd,SBZ,2.49,7/1/2015
wsn,HWK,0,7/1/2015
jlo,BEL,5,7/1/2015
cjv,UKA,0.04,7/1/2015
uzc,TSE,2.47,7/1/2015
uzc,CCP,2.52,7/1/2015
oyv,HSS,2.83,7/1/2015
joi,HSS,0,7/1/2015
apf,PVZ,5,7/1/2015
kjw,XWQ,5,7/1/2015
cbk,ZTD,5,7/1/2015
jrh,ZZO,0,7/1/2015
fdy,KGD,0,7/1/2015
pqu,HFQ,5,7/1/2015
phi,NBJ,5,7/1/2015
pzq,GJW,0,7/1/2015
egq,ZDI,0,7/1/2015
aqs,YAM,5,7/1/2015
fqi,QMB,0,7/1/2015
tpz,FPM,0,7/1/2015
vbu,PCS,5,7/1/2015
wuq,JTA,5,7/1/2015
dea,CRD,0,7/1/2015
ups,JID,4.69,7/1/2015
olu,ARR,5,7/1/2015
qhq,JXW,0,7/1/2015
ipn,NOD,0,7/1/2015
bet,BEL,5,7/1/2015
gec,RRJ,3.88,7/1/2015
mei,PKI,0,7/1/2015
twg,JTA,5,7/1/2015
tvj,JGG,0,7/1/2015
cvv,PKI,0,7/1/2015
gyy,JFI,0,7/1/2015
vbk,JFI,0,7/1/2015
lms,JFI,0,7/1/2015
uxj,JGG,5,7/1/2015
nfq,EEX,0.69,7/1/2015
nfq,OBZ,4.3,7/1/2015
egv,AWN,0,7/1/2015
kcj,KGD,5,7/1/2015
gkf,OPO,0,7/1/2015
vjd,WKP,4.58,7/1/2015
hpn,HFQ,0,7/1/2015
iem,FCO,1.24,7/1/2015
xlw,LKU,0,7/1/2015
sck,YFB,5,7/1/2015
qzt,BKW,0,7/1/2015
kbx,RLM,0,7/1/2015
fxp,OOT,0,7/1/2015
vda,JFI,0,7/1/2015
cya,PKI,0,7/1/2015
iik,PKI,0,7/1/2015
yov,JFI,0,7/1/2015
nsv,WOZ,4.26,7/1/2015
ylp,JGG,5,7/1/2015
klv,OVW,0,7/1/2015
bao,XWQ,5,7/1/2015
kxx,CAV,3.88,7/1/2015
kxx,TQG,1.11,7/1/2015
dtz,GYL,5,7/1/2015
ayj,XHS,0,7/1/2015
ayj,TEK,0,7/1/2015
emr,LMO,5,7/1/2015
kpv,VYF,2.5,7/1/2015
kpv,SDX,2.49,7/1/2015
nvo,ZZO,0,7/1/2015
bks,YWN,5,7/1/2015
kkm,YKZ,2.13,7/1/2015
wop,HIS,0,7/1/2015
jif,EVF,5,7/1/2015
edx,RRC,5,7/1/2015
jxp,QGD,0,7/1/2015
wjd,LOA,0,7/1/2015
owb,LJR,0,7/1/2015
ppr,ZIG,5,7/1/2015
nqf,LSO,5,7/1/2015
par,JHQ,5,7/1/2015
sqp,XDJ,0,7/1/2015
see,XDJ,0,7/1/2015
qcp,XDJ,5,7/1/2015
jav,NIH,2.32,7/1/2015
jav,MUT,2.67,7/1/2015
sai,ZSE,5,7/1/2015
buf,VUM,2.36,7/1/2015
rof,YBP,5,7/1/2015
tji,JTA,5,7/1/2015
ghl,WKK,0,7/1/2015
ejy,LJR,0,7/1/2015
vre,KAM,5,7/1/2015
lrz,ZZO,0,7/1/2015
chc,DQZ,5,7/1/2015
wwh,POX,5,7/1/2015
rvc,FCO,0,7/1/2015
hxf,OOL,0,7/1/2015
zeg,FLP,3.2,7/1/2015
nph,OGF,5,7/1/2015
ori,QUB,1.92,7/1/2015
ori,HZO,3.07,7/1/2015
xoy,XDJ,0,7/1/2015
iyt,WOZ,0,7/1/2015
irf,ZIG,5,7/1/2015
bhl,FLP,5,7/1/2015
fct,XWQ,5,7/1/2015
aey,IKS,1.66,7/1/2015
aey,QRB,1.66,7/1/2015
aey,QRB,1.66,7/1/2015
sbe,JLO,0,7/1/2015
csa,ZWL,0,7/1/2015
xuu,MQP,5,7/1/2015
mzr,AQB,0,7/1/2015
shi,EVF,0,7/1/2015
das,GXB,0,7/1/2015
ljx,HTV,2.68,7/1/2015
ljx,MUT,2.31,7/1/2015
ljx,OOL,0,7/1/2015
pha,FCJ,5,7/1/2015
wsu,LZH,0,7/1/2015
ffr,DLZ,5,7/1/2015
ako,KXS,3.34,7/1/2015
ako,ZSI,1.65,7/1/2015
cpe,JKV,5,7/1/2015
itt,RKW,0,7/1/2015
ozx,WMQ,0,7/1/2015
zep,LZH,5,7/1/2015
fov,LZH,0,7/1/2015
vzm,BEL,2.1,7/1/2015
mje,RLM,5,7/1/2015
qqk,KGD,0,7/1/2015
lnv,XSV,5,7/1/2015
xou,RFJ,0.82,7/1/2015
xou,ANF,2.98,7/1/2015
xou,BLK,1.18,7/1/2015
hgq,KRL,0,7/1/2015
tta,JGG,0,7/1/2015
jvh,LWC,4.71,7/1/2015
kdz,XWQ,0,7/1/2015
bxm,SHR,0,7/1/2015
gas,AQV,5,7/1/2015
paf,OOT,0,7/1/2015
gnc,PCS,0,7/1/2015
wyw,XBV,5,7/1/2015
cbd,GYI,1.81,7/1/2015
cbd,WTN,3.18,7/1/2015
pld,WOZ,5,7/1/2015
gri,LJR,0,7/1/2015
ifa,TSE,5,7/1/2015
obp,DSZ,5,7/1/2015
ihn,CUE,0,7/1/2015
qwx,XIH,5,7/1/2015
kig,JXW,0,7/1/2015
osl,EGN,0.78,7/1/2015
osl,AGH,3,7/1/2015
osl,SDN,1.21,7/1/2015
czu,KGD,3.19,7/1/2015
sdu,TCS,0,7/1/2015
woi,DSZ,5,7/1/2015
woi,MNG,0,7/1/2015
xug,AQV,5,7/1/2015
dal,HFQ,0,7/1/2015
wgh,MWP,0,7/1/2015
qna,HMF,5,7/1/2015
dqc,WUD,0,7/1/2015
vth,YEV,0,7/1/2015
jfr,TQG,5,7/1/2015
joy,HOE,0,7/1/2015
haf,GSE,5,7/1/2015
igj,KXS,0,7/1/2015
igj,ZSI,4.99,7/1/2015
weg,FKJ,0,7/1/2015
neh,ZVR,0,7/1/2015
vch,MQB,0,7/1/2015
vyu,XBV,5,7/1/2015
nee,RXS,5,7/1/2015
nmt,SXE,0,7/1/2015
xsb,VKE,0,7/1/2015
vfq,AKE,4.57,7/1/2015
vfq,OBU,0.42,7/1/2015
qdl,AKE,1.96,7/1/2015
qdl,WJE,3.03,7/1/2015
jbu,NBX,5,7/1/2015
uks,CBJ,0,7/1/2015
dsu,HWF,0,7/1/2015
zow,AXX,1.11,7/1/2015
zow,XSF,3.88,7/1/2015
cjl,LZH,0,7/1/2015
gem,YEV,0,7/1/2015
tpf,PRP,0,7/1/2015
wuc,HIS,0,7/1/2015
wuc,KGO,0,7/1/2015
jzl,MRX,5,7/1/2015
hob,CGE,5,7/1/2015
rvt,XBV,5,7/1/2015
xwq,YAM,0,7/1/2015
vpy,LZH,0,7/1/2015
vpl,HBU,0,7/1/2015
ggv,DCN,5,7/1/2015
eos,ZVR,0,7/1/2015
wgu,CIC,0,7/1/2015
xgt,VMW,3.78,7/1/2015
kaa,JXW,0.41,7/1/2015
kaa,CQO,1.37,7/1/2015
kaa,VMI,3.21,7/1/2015
